DecayParticle1_Name DecayParticle1_Boson DecayParticle1_mass DecayParticle1_E DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle2_Name DecayParticle2_Boson DecayParticle2_mass DecayParticle2_E DecayParticle2_px DecayParticle2_py DecayParticle2_pz
W+ 1 80.4 167.673 -31 -108 -95 W- 1 80.4 136.092 28 53 92
b_quark 0 4.18 183.143 -72 -122 116 b_quark 0 4.18 112.9 83 56 -52
b_quark 0 4.18 289.018 -223 -83 164 b_quark 0 4.18 188.789 150 32 -110
b_quark 0 4.18 231.168 -154 53 164 b_quark 0 4.18 153.67 68 -62 -123
b_quark 0 4.18 172.984 -49 -143 84 b_quark 0 4.18 152.258 85 82 -96
b_quark 0 4.18 160.111 108 27 115 b_quark 0 4.18 106.988 -49 -82 -48
b_quark 0 4.18 247.595 -67 171 166 b_quark 0 4.18 136.204 19 -82 -107
tau+ 0 1.78 186.242 47 107 -145 tau- 0 1.78 179.266 -70 -73 148
b_quark 0 4.18 115.492 64 60 75 b_quark 0 4.18 107.436 22 -105 -4
b_quark 0 4.18 192.129 -20 -64 -180 b_quark 0 4.18 131.695 66 -33 109
b_quark 0 4.18 147.287 -70 -126 -30 b_quark 0 4.18 193.666 115 150 -42
b_quark 0 4.18 168.984 23 28 -165 b_quark 0 4.18 164.953 -106 50 116
b_quark 0 4.18 227.393 -7 115 196 b_quark 0 4.18 136.171 5 -80 -110
b_quark 0 4.18 135.094 82 22 -105 b_quark 0 4.18 172.776 -73 -68 141
b_quark 0 4.18 148.561 -82 -100 73 b_quark 0 4.18 161.085 19 109 -117
W+ 1 80.4 259.139 147 -86 -178 W- 1 80.4 179.667 -78 66 124
b_quark 0 4.18 275.486 15 -161 -223 b_quark 0 4.18 187.266 83 91 141
W+ 1 80.4 173.243 77 14 132 W- 1 80.4 153.523 -2 -35 -126
tau+ 0 1.78 107.369 -4 -30 -103 tau- 0 1.78 147.507 21 17 145
b_quark 0 4.18 77.6561 46 -36 -51 b_quark 0 4.18 196.719 -144 -28 131
W+ 1 80.4 93.2639 35 15 -28 W- 1 80.4 113.504 -63 -7 -49
b_quark 0 4.18 237.206 -130 57 -190 b_quark 0 4.18 152.926 34 -42 143
b_quark 0 4.18 169.173 16 -95 -139 b_quark 0 4.18 117.654 -10 6 117
tau+ 0 1.78 215.511 197 -73 48 tau- 0 1.78 206.214 -148 99 -104
W+ 1 80.4 289.208 -48 -212 173 W- 1 80.4 195.318 68 135 -94
tau+ 0 1.78 197.439 23 187 59 tau- 0 1.78 126.429 16 -125 10
b_quark 0 4.18 98.3182 35 90 18 b_quark 0 4.18 141.08 -54 -119 53
b_quark 0 4.18 230.31 220 64 23 b_quark 0 4.18 141.833 -135 -5 -43
W+ 1 80.4 192.066 -110 10 135 W- 1 80.4 158.057 107 75 -38
b_quark 0 4.18 251.755 151 31 -199 b_quark 0 4.18 160.22 -80 -22 137
b_quark 0 4.18 193.242 45 -184 -38 b_quark 0 4.18 98.0993 -35 85 34
b_quark 0 4.18 163.201 -151 30 54 b_quark 0 4.18 175.449 134 -53 -100
tau+ 0 1.78 251.98 -179 -65 -165 tau- 0 1.78 172.769 86 65 135
b_quark 0 4.18 145.394 -19 -144 -5 b_quark 0 4.18 155.854 38 115 98
Z 1 91.2 120.998 -57 7 55 Z 1 91.2 126.615 75 -8 45
b_quark 0 4.18 151.873 -90 -32 -118 b_quark 0 4.18 157.555 118 51 91
W+ 1 80.4 132.099 -83 31 -56 W- 1 80.4 98.3217 55 -3 -13
b_quark 0 4.18 114.623 -72 4 -89 b_quark 0 4.18 35.7697 -19 30 1
b_quark 0 4.18 127.403 69 -107 -2 b_quark 0 4.18 83.5133 6 75 36
b_quark 0 4.18 221.329 122 49 178 b_quark 0 4.18 138.779 -31 -80 -109
b_quark 0 4.18 70.4235 -37 -57 18 b_quark 0 4.18 153.396 69 136 16
b_quark 0 4.18 229.354 -209 72 -61 b_quark 0 4.18 141.699 141 12 -6
W+ 1 80.4 135.308 -82 32 -64 W- 1 80.4 104.375 19 -62 -15
b_quark 0 4.18 277.176 211 -52 -172 b_quark 0 4.18 198.715 -146 -45 127
b_quark 0 4.18 177.841 165 64 17 b_quark 0 4.18 133.968 -80 9 -107
b_quark 0 4.18 163.149 -110 10 -120 b_quark 0 4.18 122.403 33 -90 76
b_quark 0 4.18 205.218 135 56 -144 b_quark 0 4.18 166.678 -148 42 64
b_quark 0 4.18 106.478 18 -60 -86 b_quark 0 4.18 112.02 65 -5 91
b_quark 0 4.18 240.022 118 -190 87 b_quark 0 4.18 224.659 -119 142 -127
b_quark 0 4.18 120.185 37 113 -17 b_quark 0 4.18 186.189 -116 -112 93
b_quark 0 4.18 293.514 -92 -238 -145 b_quark 0 4.18 162.67 50 138 70
b_quark 0 4.18 221.284 -63 -204 58 b_quark 0 4.18 195.106 146 122 -43
W+ 1 80.4 236.002 -182 35 -122 W- 1 80.4 192.18 146 -72 63
b_quark 0 4.18 124.669 10 121 -28 b_quark 0 4.18 127.838 -25 -124 18
b_quark 0 4.18 135.449 56 -123 8 b_quark 0 4.18 156.651 -35 124 -89
tau+ 0 1.78 219.137 35 -43 212 tau- 0 1.78 128.488 -59 16 -113
b_quark 0 4.18 63.9881 60 -21 -6 b_quark 0 4.18 146.074 -98 96 -50
W+ 1 80.4 180.984 9 -83 -139 W- 1 80.4 180.494 -52 123 91
b_quark 0 4.18 176.959 11 -30 174 b_quark 0 4.18 216.92 -104 130 -139
tau+ 0 1.78 116.71 24 -69 91 tau- 0 1.78 78.2187 63 -25 -39
b_quark 0 4.18 149.41 65 84 -105 b_quark 0 4.18 168.96 -19 -112 125
b_quark 0 4.18 138.298 -100 55 78 b_quark 0 4.18 137.512 134 30 6
W+ 1 80.4 188.155 16 -169 11 W- 1 80.4 157.211 71 103 -51
b_quark 0 4.18 199.716 -188 45 -50 b_quark 0 4.18 182.679 133 -124 -17
b_quark 0 4.18 200.989 -183 49 67 b_quark 0 4.18 180.043 131 -54 -111
b_quark 0 4.18 177.684 -36 -93 147 b_quark 0 4.18 165.343 23 94 -134
b_quark 0 4.18 241.438 -211 -23 -115 b_quark 0 4.18 141.737 120 -14 74
b_quark 0 4.18 145.762 102 85 60 b_quark 0 4.18 184.02 -89 -95 -130
b_quark 0 4.18 214.258 -203 54 -42 b_quark 0 4.18 140.251 136 -14 31
b_quark 0 4.18 156.753 -59 48 137 b_quark 0 4.18 219.204 119 -124 -136
W+ 1 80.4 200.809 -26 -28 -180 W- 1 80.4 181.778 67 47 141
tau+ 0 1.78 137.812 42 -131 8 tau- 0 1.78 153.78 -37 126 -80
W+ 1 80.4 165.512 32 -41 135 W- 1 80.4 110.151 -63 16 -38
b_quark 0 4.18 58.0299 6 -55 17 b_quark 0 4.18 170.548 -56 138 83
W+ 1 80.4 207.379 -154 55 -99 W- 1 80.4 161.301 128 -47 31
b_quark 0 4.18 211.593 37 -116 -173 b_quark 0 4.18 156.44 -34 130 80
W+ 1 80.4 239.37 32 173 -141 W- 1 80.4 186.057 -18 -98 135
b_quark 0 4.18 191.801 -97 -156 -55 b_quark 0 4.18 137.333 101 91 19
b_quark 0 4.18 89.7189 56 60 36 b_quark 0 4.18 147.961 -27 -145 -11
b_quark 0 4.18 215.895 -59 74 194 b_quark 0 4.18 148.096 -29 -7 -145
b_quark 0 4.18 169.049 -40 8 164 b_quark 0 4.18 85.8223 24 -36 -74
b_quark 0 4.18 193.17 -98 -93 -138 b_quark 0 4.18 158.769 45 74 133
b_quark 0 4.18 211.732 42 -32 -205 b_quark 0 4.18 185.479 -104 -63 140
b_quark 0 4.18 187.004 -118 2 145 b_quark 0 4.18 109.094 34 18 -102
W+ 1 80.4 165.324 116 4 86 W- 1 80.4 132.023 -78 -11 -69
b_quark 0 4.18 253.569 -162 20 194 b_quark 0 4.18 187.977 123 50 -133
b_quark 0 4.18 232.255 -161 -152 -70 b_quark 0 4.18 145.556 100 60 87
b_quark 0 4.18 255.232 -219 131 -2 b_quark 0 4.18 175.669 148 -37 87
W+ 1 80.4 116.044 41 -61 -40 W- 1 80.4 94.6845 26 -15 40
Z 1 91.2 164.047 -83 -16 107 Z 1 91.2 133.392 94 -8 -24
b_quark 0 4.18 213.819 -76 199 -18 b_quark 0 4.18 125.09 -10 -119 -37
W+ 1 80.4 229.491 152 97 117 W- 1 80.4 173.214 -75 -117 -65
b_quark 0 4.18 261.464 -161 -152 -139 b_quark 0 4.18 165.947 94 53 126
W+ 1 80.4 122.025 12 89 -19 W- 1 80.4 193.396 13 -135 112
W+ 1 80.4 130.131 -2 -65 79 W- 1 80.4 156.924 19 122 -54
b_quark 0 4.18 142.167 -81 -112 33 b_quark 0 4.18 160.908 28 147 -59
b_quark 0 4.18 291.363 125 205 165 b_quark 0 4.18 153.53 -48 -125 -75
b_quark 0 4.18 81.4768 -32 46 -59 b_quark 0 4.18 74.4478 -2 -36 65
b_quark 0 4.18 194.104 -97 163 -41 b_quark 0 4.18 142.174 38 -136 -16
W+ 1 80.4 197.419 27 -175 34 W- 1 80.4 151.345 -57 114 -14
b_quark 0 4.18 84.2524 -66 18 -49 b_quark 0 4.18 108.035 98 23 39
b_quark 0 4.18 92.236 44 25 77 b_quark 0 4.18 207.987 -126 -106 -127
b_quark 0 4.18 107.343 4 -55 -92 b_quark 0 4.18 87.6782 -78 -19 35
b_quark 0 4.18 173.157 59 -39 158 b_quark 0 4.18 170.41 34 115 -121
b_quark 0 4.18 107.212 28 -17 102 b_quark 0 4.18 79.1168 -8 47 -63
Z 1 91.2 136.068 64 74 -25 Z 1 91.2 154.636 -51 -113 15
b_quark 0 4.18 178.783 161 -29 72 b_quark 0 4.18 114.261 -62 95 -13
b_quark 0 4.18 176.758 5 175 -24 b_quark 0 4.18 124.284 88 -82 -31
b_quark 0 4.18 216.145 35 200 74 b_quark 0 4.18 141.151 -96 -103 9
b_quark 0 4.18 121.353 100 -22 -65 b_quark 0 4.18 112.59 -93 -17 61
b_quark 0 4.18 113.267 82 -78 2 b_quark 0 4.18 137.122 -112 79 0
W+ 1 80.4 180.984 -149 11 63 W- 1 80.4 172.734 149 34 -4
b_quark 0 4.18 122.113 98 69 23 b_quark 0 4.18 162.069 -74 -143 -18
W+ 1 80.4 181.654 53 -154 3 W- 1 80.4 182.815 -146 75 -4
b_quark 0 4.18 115.626 112 18 -22 b_quark 0 4.18 70.196 -55 -34 27
W+ 1 80.4 173.9 -92 88 87 W- 1 80.4 113.742 72 8 -35
b_quark 0 4.18 116.904 -92 -33 -64 b_quark 0 4.18 147.389 140 -45 -9
b_quark 0 4.18 264.005 80 140 209 b_quark 0 4.18 180.182 -104 -56 -136
W+ 1 80.4 230.725 101 188 -35 W- 1 80.4 227.531 -103 -139 124
b_quark 0 4.18 141.126 129 57 -3 b_quark 0 4.18 117.284 -111 24 -29
W+ 1 80.4 174.875 20 -1 -154 W- 1 80.4 135.455 -78 30 70
b_quark 0 4.18 158.617 -51 35 -146 b_quark 0 4.18 169.545 44 -74 146
b_quark 0 4.18 220.471 -25 -187 114 b_quark 0 4.18 128.213 -65 90 -64
Z 1 91.2 134.102 -53 -61 56 Z 1 91.2 123.233 34 23 -72
b_quark 0 4.18 82.6346 -81 15 -5 b_quark 0 4.18 154.572 131 33 75
b_quark 0 4.18 141.561 -31 119 -70 b_quark 0 4.18 131.227 -15 -87 97
b_quark 0 4.18 157.03 24 -152 31 b_quark 0 4.18 144.137 -81 119 6
b_quark 0 4.18 221.458 199 -73 64 b_quark 0 4.18 153.152 -143 35 -42
b_quark 0 4.18 244.185 -38 174 167 b_quark 0 4.18 175.908 -34 -87 -149
b_quark 0 4.18 126.71 30 123 3 b_quark 0 4.18 119.831 22 -103 57
tau+ 0 1.78 263.044 -182 119 148 tau- 0 1.78 158.648 95 -115 -54
W+ 1 80.4 153.226 102 -7 81 W- 1 80.4 145.785 -110 -33 -40
b_quark 0 4.18 79.2684 -59 -52 -9 b_quark 0 4.18 172.022 134 -13 107
b_quark 0 4.18 193.668 75 139 112 b_quark 0 4.18 159.739 -51 -107 -107
b_quark 0 4.18 157.107 18 -146 55 b_quark 0 4.18 108.266 -54 78 -52
b_quark 0 4.18 196.119 -142 80 -109 b_quark 0 4.18 171.019 86 -147 15
b_quark 0 4.18 219.124 35 -87 198 b_quark 0 4.18 185.641 -110 72 -131
W+ 1 80.4 158.133 19 134 -15 W- 1 80.4 153.366 11 -130 6
b_quark 0 4.18 122.37 110 -51 -16 b_quark 0 4.18 75.6404 -50 30 -48
b_quark 0 4.18 184.319 -24 -136 -122 b_quark 0 4.18 125.182 -14 36 119
b_quark 0 4.18 195.866 164 -103 -29 b_quark 0 4.18 190.03 -106 147 57
W+ 1 80.4 105.703 57 28 -26 W- 1 80.4 129.295 29 -94 24
b_quark 0 4.18 176.645 -81 -80 135 b_quark 0 4.18 150.803 24 98 -112
b_quark 0 4.18 141.009 -47 109 76 b_quark 0 4.18 135.983 131 -32 -17
b_quark 0 4.18 112.368 22 -85 70 b_quark 0 4.18 20.8919 -13 -13 -9
b_quark 0 4.18 143.525 69 -14 -125 b_quark 0 4.18 175.541 -130 64 99
b_quark 0 4.18 81.1879 -33 3 -74 b_quark 0 4.18 123.156 77 -14 95
b_quark 0 4.18 271.933 -209 168 45 b_quark 0 4.18 172.865 109 -128 -40
W+ 1 80.4 267.519 155 -26 201 W- 1 80.4 186.893 -76 105 -108
b_quark 0 4.18 96.0753 74 61 4 b_quark 0 4.18 118.788 -100 -58 -27
W+ 1 80.4 163.552 -8 -30 -139 W- 1 80.4 119.068 42 18 75
b_quark 0 4.18 111.6 -18 -52 97 b_quark 0 4.18 121.587 -29 -34 -113
b_quark 0 4.18 248.569 -159 -182 -58 b_quark 0 4.18 162.559 80 118 78
W+ 1 80.4 216.47 -173 -79 -65 W- 1 80.4 130.127 80 15 62
b_quark 0 4.18 103.046 -98 -6 31 b_quark 0 4.18 126.769 47 100 62
tau+ 0 1.78 289.427 234 -97 140 tau- 0 1.78 196.255 -146 6 -131
b_quark 0 4.18 153.041 146 42 18 b_quark 0 4.18 119.681 -61 -48 -91
b_quark 0 4.18 164.898 118 -65 -95 b_quark 0 4.18 165.513 -144 71 40
b_quark 0 4.18 158.21 103 48 -110 b_quark 0 4.18 98.5671 -11 -36 91
b_quark 0 4.18 191.331 47 150 109 b_quark 0 4.18 155.921 -59 -77 -122
b_quark 0 4.18 18.3159 17 -2 5 b_quark 0 4.18 32.5342 4 -32 1
b_quark 0 4.18 114.208 89 -49 52 b_quark 0 4.18 114.641 -100 -41 38
b_quark 0 4.18 87.9231 -69 54 -6 b_quark 0 4.18 96.117 12 41 -86
b_quark 0 4.18 283.004 -228 -159 -53 b_quark 0 4.18 178.545 143 84 66
b_quark 0 4.18 216.165 -209 2 -55 b_quark 0 4.18 149.303 143 -23 36
b_quark 0 4.18 254.21 110 -229 -8 b_quark 0 4.18 174.03 -59 138 -88
W+ 1 80.4 157.029 53 108 61 W- 1 80.4 211.479 -147 -105 -75
b_quark 0 4.18 200.146 101 172 16 b_quark 0 4.18 103.598 -55 -87 -11
b_quark 0 4.18 246.358 -125 -55 205 b_quark 0 4.18 172.811 87 -31 -146
W+ 1 80.4 219.589 27 25 201 W- 1 80.4 203.517 -81 -125 -113
W+ 1 80.4 184.104 -111 -15 122 W- 1 80.4 134.737 25 51 -92
b_quark 0 4.18 243.073 133 -173 107 b_quark 0 4.18 102.584 -41 92 -19
b_quark 0 4.18 144.016 7 -143 15 b_quark 0 4.18 124.738 69 91 50
b_quark 0 4.18 136.98 -79 101 -48 b_quark 0 4.18 118.201 16 -117 3
b_quark 0 4.18 237.25 -67 34 225 b_quark 0 4.18 167.745 -14 -105 -130
b_quark 0 4.18 44.0394 21 16 -35 b_quark 0 4.18 69.3936 27 -63 -10
W+ 1 80.4 116.405 34 -61 47 W- 1 80.4 125.655 -91 -12 30
b_quark 0 4.18 209.039 -100 176 52 b_quark 0 4.18 181.106 75 -119 -114
b_quark 0 4.18 124.461 -96 -79 4 b_quark 0 4.18 148.16 15 125 -78
b_quark 0 4.18 251.252 109 -190 -123 b_quark 0 4.18 148.524 -75 111 64
b_quark 0 4.18 153.569 11 87 -126 b_quark 0 4.18 116.157 -89 -15 73
tau+ 0 1.78 224.705 13 -12 224 tau- 0 1.78 181.505 -35 96 -150
b_quark 0 4.18 179.651 143 -12 -108 b_quark 0 4.18 187.631 -102 -72 140
b_quark 0 4.18 204.398 -144 87 116 b_quark 0 4.18 178.302 117 -38 -129
b_quark 0 4.18 210.966 -49 -102 178 b_quark 0 4.18 139.673 11 41 -133
W+ 1 80.4 138.979 57 -41 -89 W- 1 80.4 134.897 23 40 98
b_quark 0 4.18 161.324 -4 -114 114 b_quark 0 4.18 163.715 53 126 -90
b_quark 0 4.18 301.673 -18 187 236 b_quark 0 4.18 202.382 109 -88 -146
b_quark 0 4.18 184.015 132 6 -128 b_quark 0 4.18 95.4069 -52 66 45
b_quark 0 4.18 167.903 78 47 141 b_quark 0 4.18 151.85 -60 -71 -120
b_quark 0 4.18 292.432 -149 -143 207 b_quark 0 4.18 188.243 104 49 -149
b_quark 0 4.18 210.975 -68 187 70 b_quark 0 4.18 152.048 117 -94 -24
b_quark 0 4.18 289.402 -198 54 -204 b_quark 0 4.18 189.49 115 -50 142
b_quark 0 4.18 204.224 24 -83 -185 b_quark 0 4.18 170.512 -4 121 120
b_quark 0 4.18 126.426 46 89 -77 b_quark 0 4.18 119.906 -100 -2 66
W+ 1 80.4 198.296 -171 -4 -60 W- 1 80.4 125.579 85 -41 20
tau+ 0 1.78 156.797 125 -74 59 tau- 0 1.78 81.7139 -72 -23 31
b_quark 0 4.18 228.279 199 62 93 b_quark 0 4.18 187.498 -149 -96 -61
b_quark 0 4.18 303.721 -178 -223 -104 b_quark 0 4.18 198.211 85 131 122
b_quark 0 4.18 81.3294 -48 18 63 b_quark 0 4.18 136.761 129 37 -26
W+ 1 80.4 93.8784 -18 45 0 W- 1 80.4 140.798 60 -36 -92
W+ 1 80.4 278.643 -8 -217 155 W- 1 80.4 221.552 -85 130 -136
b_quark 0 4.18 242.929 -82 17 228 b_quark 0 4.18 150.717 21 -39 -144
b_quark 0 4.18 127.662 -106 60 -38 b_quark 0 4.18 116.565 15 -111 -32
W+ 1 80.4 181.489 95 132 -5 W- 1 80.4 185.957 -80 -146 20
b_quark 0 4.18 166.056 20 -66 -151 b_quark 0 4.18 115.674 75 67 57
b_quark 0 4.18 221.286 105 -194 17 b_quark 0 4.18 107.385 -13 104 -23
b_quark 0 4.18 206.936 114 15 172 b_quark 0 4.18 175.167 -29 -89 -148
W+ 1 80.4 180.206 -111 108 -45 W- 1 80.4 198.497 44 -124 125
b_quark 0 4.18 199.378 -49 62 -183 b_quark 0 4.18 151.613 36 -8 147
b_quark 0 4.18 74.273 21 -63 -33 b_quark 0 4.18 179.804 -102 148 2
b_quark 0 4.18 137.18 49 100 -80 b_quark 0 4.18 83.4654 -82 -9 12
b_quark 0 4.18 216.794 -115 174 -59 b_quark 0 4.18 170.289 44 -129 102
W+ 1 80.4 205.957 -55 -40 -177 W- 1 80.4 227.291 139 100 126
b_quark 0 4.18 92.4201 82 -30 -30 b_quark 0 4.18 61.7614 -2 33 -52
b_quark 0 4.18 211.167 -98 181 -47 b_quark 0 4.18 197.151 87 -121 129
tau+ 0 1.78 156.093 92 117 47 tau- 0 1.78 181.932 -64 -110 -130
tau+ 0 1.78 246.124 83 153 174 tau- 0 1.78 166.833 -35 -134 -93
b_quark 0 4.18 173.331 -49 27 -164 b_quark 0 4.18 166.876 127 26 105
b_quark 0 4.18 170.48 119 -113 -46 b_quark 0 4.18 121.867 -23 119 -12
b_quark 0 4.18 55.2492 -3 25 49 b_quark 0 4.18 117.739 -92 65 -34
b_quark 0 4.18 249.713 -81 167 -167 b_quark 0 4.18 148.619 54 -77 115
W+ 1 80.4 163.243 -2 82 -116 W- 1 80.4 167.881 -46 -130 52
W+ 1 80.4 91.0009 25 34 6 W- 1 80.4 107.95 8 -47 54
b_quark 0 4.18 303.602 149 -184 190 b_quark 0 4.18 213.779 -138 96 -132
b_quark 0 4.18 205.744 -81 34 186 b_quark 0 4.18 155.549 128 15 -87
W+ 1 80.4 124.877 -15 92 21 W- 1 80.4 110.427 49 -52 25
b_quark 0 4.18 162.845 7 -114 -116 b_quark 0 4.18 183.49 -61 131 113
W+ 1 80.4 183.238 -30 -74 144 W- 1 80.4 172.714 114 31 -97
b_quark 0 4.18 186.672 8 -186 -13 b_quark 0 4.18 186.543 -76 147 86
W+ 1 80.4 193.887 -130 68 -98 W- 1 80.4 146.319 73 -20 96
b_quark 0 4.18 153.709 57 142 -14 b_quark 0 4.18 175.153 -72 -129 94
b_quark 0 4.18 69.4944 14 46 -50 b_quark 0 4.18 161.327 -22 -87 134
tau+ 0 1.78 138.943 -98 53 -83 tau- 0 1.78 179.369 9 -133 120
W+ 1 80.4 159.214 119 -10 68 W- 1 80.4 118.377 -21 32 -78
b_quark 0 4.18 130.102 -126 -3 -32 b_quark 0 4.18 115.976 83 -80 -12
b_quark 0 4.18 147.022 39 -54 -131 b_quark 0 4.18 143.312 8 -24 141
b_quark 0 4.18 199.124 -158 38 115 b_quark 0 4.18 181.324 114 -124 -67
Z 1 91.2 323.588 216 -194 110 Z 1 91.2 245.606 -142 104 -145
W+ 1 80.4 205.381 95 126 104 W- 1 80.4 135.163 -70 -64 -53
b_quark 0 4.18 246.533 -46 -199 -138 b_quark 0 4.18 130.466 2 122 46
b_quark 0 4.18 169.996 16 -55 -160 b_quark 0 4.18 188.729 -83 146 86
b_quark 0 4.18 199.498 79 54 175 b_quark 0 4.18 146.282 -26 -47 -136
W+ 1 80.4 260.757 -137 131 160 W- 1 80.4 174.76 139 -34 -60
b_quark 0 4.18 169.483 115 -121 29 b_quark 0 4.18 195.713 -114 129 -93
W+ 1 80.4 108.675 -21 12 -69 W- 1 80.4 132.718 46 -3 95
b_quark 0 4.18 263.294 221 4 143 b_quark 0 4.18 186.608 -135 94 -88
b_quark 0 4.18 212.3 167 -106 -77 b_quark 0 4.18 150.663 -111 19 100
b_quark 0 4.18 180.586 -167 -9 -68 b_quark 0 4.18 139.181 97 93 36
b_quark 0 4.18 237.585 -67 168 154 b_quark 0 4.18 118.497 30 -80 -82
b_quark 0 4.18 202.587 88 -144 -112 b_quark 0 4.18 176.484 -12 139 108
b_quark 0 4.18 125.756 102 8 73 b_quark 0 4.18 112.993 -62 91 -25
b_quark 0 4.18 186.238 -125 49 129 b_quark 0 4.18 170.852 90 -97 -108
b_quark 0 4.18 143.323 -18 110 -90 b_quark 0 4.18 93.6081 -40 -83 16
tau+ 0 1.78 301.803 -43 228 -193 tau- 0 1.78 173.799 37 -135 103
b_quark 0 4.18 122.888 -74 2 98 b_quark 0 4.18 127.356 123 28 -17
b_quark 0 4.18 223.149 -205 -3 -88 b_quark 0 4.18 147.144 144 -13 27
Z 1 91.2 120.277 30 32 -65 Z 1 91.2 135.847 -88 -32 37
b_quark 0 4.18 105.278 61 28 -81 b_quark 0 4.18 144.577 -120 -38 71
b_quark 0 4.18 198.38 -48 13 192 b_quark 0 4.18 169.359 110 41 -122
b_quark 0 4.18 135.009 -20 -41 127 b_quark 0 4.18 89.8859 45 41 -66
b_quark 0 4.18 115.98 35 100 -47 b_quark 0 4.18 87.1577 -27 -81 17
W+ 1 80.4 204.788 -52 179 -27 W- 1 80.4 208.818 39 -144 122
b_quark 0 4.18 199.448 197 28 13 b_quark 0 4.18 156.676 -105 -116 -7
W+ 1 80.4 127.942 60 79 8 W- 1 80.4 91.6851 -6 -15 41
b_quark 0 4.18 314.4 -195 17 246 b_quark 0 4.18 188.06 113 26 -148
b_quark 0 4.18 79.74 -24 58 49 b_quark 0 4.18 142.532 -76 19 -119
b_quark 0 4.18 110.551 38 86 -58 b_quark 0 4.18 116.685 7 -70 93
b_quark 0 4.18 185.587 160 83 -44 b_quark 0 4.18 181.869 -117 7 139
b_quark 0 4.18 157.979 -26 -42 150 b_quark 0 4.18 160.332 88 16 -133
b_quark 0 4.18 133.115 -15 -79 -106 b_quark 0 4.18 49.3404 6 34 35
b_quark 0 4.18 191.623 -166 89 -35 b_quark 0 4.18 157.945 110 -110 27
W+ 1 80.4 286.43 227 -143 -60 W- 1 80.4 204.922 -143 118 34
b_quark 0 4.18 151.596 112 4 102 b_quark 0 4.18 152.008 -147 18 -34
W+ 1 80.4 148.839 44 117 -8 W- 1 80.4 193.456 -116 -111 72
tau+ 0 1.78 246.4 150 193 -31 tau- 0 1.78 175.42 -113 -132 24
W+ 1 80.4 177.646 -42 109 107 W- 1 80.4 141.103 71 -89 -22
W+ 1 80.4 137.906 -92 -29 57 W- 1 80.4 132.884 81 68 3
b_quark 0 4.18 252.494 -140 6 -210 b_quark 0 4.18 154.122 98 -26 116
b_quark 0 4.18 168.058 -49 84 -137 b_quark 0 4.18 96.0545 -37 -28 84
b_quark 0 4.18 113.554 -90 36 59 b_quark 0 4.18 80.4765 25 -55 -53
b_quark 0 4.18 56.3425 -40 6 -39 b_quark 0 4.18 81.3048 16 71 36
tau+ 0 1.78 192.866 92 -161 53 tau- 0 1.78 141.054 -47 130 -28
W+ 1 80.4 234.549 -104 -193 22 W- 1 80.4 160.767 18 133 -37
b_quark 0 4.18 143.438 -66 99 -80 b_quark 0 4.18 93.287 61 -70 -8
b_quark 0 4.18 282.677 -140 167 180 b_quark 0 4.18 146.555 46 -72 -119
b_quark 0 4.18 43.2027 -9 42 -2 b_quark 0 4.18 157.084 108 -95 -63
b_quark 0 4.18 261.158 24 137 -221 b_quark 0 4.18 196.274 20 -141 135
b_quark 0 4.18 232.152 -47 -82 -212 b_quark 0 4.18 210.899 99 118 144
W+ 1 80.4 152.719 85 -15 -97 W- 1 80.4 142.864 -116 -7 21
b_quark 0 4.18 89.7077 38 -31 75 b_quark 0 4.18 91.9808 -81 39 19
b_quark 0 4.18 189.313 73 -138 -107 b_quark 0 4.18 198.511 -142 136 27
b_quark 0 4.18 59.7702 13 19 -55 b_quark 0 4.18 110.193 -98 -36 35
b_quark 0 4.18 167.975 -118 105 57 b_quark 0 4.18 135.276 35 -41 -124
W+ 1 80.4 153.848 -130 16 -7 W- 1 80.4 152.772 115 -53 -29
b_quark 0 4.18 172.784 -83 -112 -102 b_quark 0 4.18 156.034 108 109 28
W+ 1 80.4 112.415 45 38 52 W- 1 80.4 186.342 -129 -107 -13
b_quark 0 4.18 217.468 129 175 -3 b_quark 0 4.18 190.254 -141 -127 -13
W+ 1 80.4 215.938 -90 132 121 W- 1 80.4 226.798 107 -140 -118
b_quark 0 4.18 260.353 -229 90 85 b_quark 0 4.18 175.95 138 4 -109
b_quark 0 4.18 152.694 -104 79 79 b_quark 0 4.18 149.397 34 11 -145
tau+ 0 1.78 195.505 17 -151 -123 tau- 0 1.78 140.773 -43 78 109
b_quark 0 4.18 241.517 -4 -141 -196 b_quark 0 4.18 167.933 -86 58 132
tau+ 0 1.78 233.052 -79 -63 -210 tau- 0 1.78 124.664 9 -9 124
b_quark 0 4.18 149.544 39 133 56 b_quark 0 4.18 145.408 1 -110 -95
b_quark 0 4.18 143.758 52 28 131 b_quark 0 4.18 153.253 11 38 -148
tau+ 0 1.78 193.285 14 166 -98 tau- 0 1.78 169.32 -39 -117 116
b_quark 0 4.18 102.74 -75 68 17 b_quark 0 4.18 131.592 75 -55 -93
b_quark 0 4.18 197.746 -154 41 -117 b_quark 0 4.18 149.256 124 -22 80
b_quark 0 4.18 200.219 146 23 135 b_quark 0 4.18 149.755 -56 -43 -132
b_quark 0 4.18 198.069 -93 118 129 b_quark 0 4.18 148.079 87 -79 -90
W+ 1 80.4 174.385 124 83 -41 W- 1 80.4 145.056 -70 -29 94
